Code,Name,Parent Category Code,Image name
FB,Breakfast,F01,no_image.png
FL,Lunch,F01,no_image.png
FD,Dinner,F01,no_image.png
FX,Extra Dish,F01,no_image.png
FA,All Day Foods,F01,no_image.png
